Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40
0.12527336220748594,-1.129297063713006,-0.2913234737811606,0.8358528000759222,-0.06304968627101078,-0.04016118719153433,-0.6385581684677725,0.6233977393183603,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.011085355908774666,-0.8480978540929781,-0.41225170778448644,0.40464045950110206,0.49819485336939834,0.5783519511759675,-0.3366546752185378,-1.5804605936618938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.02479851727971497,-1.0113748145175103,-1.5006058138144192,-1.0713665215369597,-0.34303215775957796,0.16139753127721906,0.5187385556542937,1.1531941549956364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0804247769257658,0.049925428241949774,0.31331769623546873,-1.8946415419688571,-0.042804096376100755,0.7502995261076638,1.0219110444030182,-0.23329464997254382,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.2096067204043286,-0.3129122615903443,1.885384738278705,-0.24809150110506226,-0.5052933271440382,1.6073622507269718,-1.2926824038411142,0.36073449357405124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8238127602767509,-0.4489763952774546,-1.1378211118044417,-1.0713665215369597,0.7427802012963749,0.6639567524295159,0.5690558045291662,1.0130084559314319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1204527786349319,-1.0385876412549324,-0.5331799417878123,-0.429612905953183,0.3643164472542716,0.20226275428941942,-0.38697192409341025,-0.4383572355253965,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6204708122086429,-0.6757499514226384,1.885384738278705,0.1331345813299296,1.1763685346411605,1.1479744164137489,-2.751882621212415,-0.11530212755660849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.302264402789946,1.5557018410459702,-0.41225170778448644,1.8600702436089036,1.3819470605613307,-1.0836541955753047,0.16651781353018658,2.2274826759690023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35971466703895155,0.5760400784987763,-0.5331799417878123,0.1219621760686871,0.9584566873393144,-0.4294416411677995,1.5250835331517425,0.25331919717002216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
